#lemma	pos	decision	reviewer	notes
# Persistent reviewer decisions. Read by 03c-filter-lemmas.js and
# 05-merge-and-gate.js. Format:
#   lemma\tpos\tdecision\treviewer\tnotes
# decision ∈ {accept, reject, defer}
# Lines starting with # are comments.
נסיין		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נסיינית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צליין		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צליינית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צליינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תליינית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שתיינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בליינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בכיינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בכייני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דייקני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צייתני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חייכני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ביישני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פייסן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פייסנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פייסני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צייצני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קייטן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פייטנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חקיינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חייטת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סיירית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דייגת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דיינות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כייס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כייסת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כייסות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תיירן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תיירנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סיידת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סיידות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
טייח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
טייחת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
טייחות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סייס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סייסת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סייסות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סייפת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סייפית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תעשיינית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ייחור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
יישומון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
יידעוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
זייפנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
זייפנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חיישנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צייקן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צייקנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צייקני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חייבר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מאיית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גוביינה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בלייעל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מתנייע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שכמייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אטרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דלייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נגרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרפדייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סנדלרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סימנייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נמייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שכייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ארייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מימייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צרכנייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חמנייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חמנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פנימייתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שביעייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שמינייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תשיעייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עשירייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אלפייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גומייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מלחייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כרטיסייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חשבונייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פתילייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תקליטייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סרטייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עשבייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גזייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ימייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מסגרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ברזייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כתפייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מגדנייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מצייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מכבייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סבונייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פודרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיצוצייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שקדייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ברכייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תמרוקייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרקייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נוטרייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נפחייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פחחייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נשקייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צמיגייה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כילאי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בובתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בוצה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אסקופה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חרצובה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אגודתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קווצה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שדולן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שדולנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שדולנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
טוגן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שונר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מצולע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מצורעת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
משובע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מתושע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מעוין		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מסוקרן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפולפל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מגורען		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מהוקצע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מצועצע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרומזר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מכופתר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מכורכם		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפורזל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מדובלל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מגונדר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מלוכסן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מזורגג		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מטורזן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מתוסבך		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מקורנן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרופרף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מחוצף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מחוטט		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מבודח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
משופם		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ממוצק		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
משוכן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מסומא		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מחויך		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפויס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפויח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפוגל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפולח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מיותם		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מיונן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מיוחם		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מיוחל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מעונב		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
משומד		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרופש		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מנומש		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מסוקס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מפולש		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מצונף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מקושת		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מרובד		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מחוור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מדוור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מיוגע		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מופסד		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מופלה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מעוצה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מנוצה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מבונה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אונקל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נחושתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בינעירוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בולבוס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פולמוסי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פולמוסיות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פולמוסן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פולמוסני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פולמוסנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קופסית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כופתה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גלוסקה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חולייתן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אוגדתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גונדה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גונדרית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מוגלתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גוזמה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גזוזטרה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גוזמאי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סורגה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
יומרנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חוצפנות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חוצפני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מתורגמנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קורקבן		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
רוגזה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חומצתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בורסאי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אוכמנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פוחלץ		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בורסקי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בורסקאי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
בורסקאות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פוזמק		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אוכלוס		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אצטרובל		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אצטרולב		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סקסטנט		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דומדמנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קונדסי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קונדסות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חושחש		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
אושפיז		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דובשנית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קופאית		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קופתי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עוזרר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חורשף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תוכון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נישומה		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צילון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ניחות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חיבוט		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סיבוכיות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שילום		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיתוך		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גילול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שילוחי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עיקוף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
זילוף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
היתול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
הידוד		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
הידודי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סיגוף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גיבושון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תימוך		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיפול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
הילול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עיצורי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חיקור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
דיפון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עילום		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
רישול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כיסוף		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עיצום		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיטור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
נישוא		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
סימוך		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
מילואיםניק		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיקוץ		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
צימוק		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חישור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
טיטול		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ביעות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קיטום		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עידור		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כיחלון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כימשון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קימחון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
עיצבון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיברון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיגעוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיגיון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיגיוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיגרון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיגרוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ניכיון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כישרוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ביזיוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיכחון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיקחון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיממון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שידפון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תימהון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תימהוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
תימהונות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
כיליון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
שיזפון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גיזרון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גיזרוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חינמון		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קיקיוני		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
ביצועיסט		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיקחות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיקחי		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיכח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיכחות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
פיסח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
חיגר		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
איטרות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
גיבח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קישח		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
קישחות		accept	bulk-accept	auto-accepted via bulk-accept-review.mjs
